year,State_from,State_to,estimate,MOE
2011,Kansas,Ohio,657,519
2011,Kansas,Oklahoma,4626,1250
2011,Kansas,Oregon,1263,1355
2011,Kansas,Pennsylvania,2323,1449
2011,Kansas,Rhode Island,374,433
2011,Kansas,South Carolina,1885,1445
2011,Kansas,South Dakota,144,212
2011,Kansas,Tennessee,1805,1529
2011,Kansas,Texas,12766,4731
2011,Kansas,Utah,1146,829
2011,Kansas,Vermont,7,13
2011,Kansas,Virginia,892,645
2011,Kansas,Washington,2820,1740
2011,Kansas,West Virginia,0,184
2011,Kansas,Wisconsin,418,446
2011,Kansas,Wyoming,286,364
2011,Kentucky,Alabama,2686,856
2011,Kentucky,Alaska,237,354
2011,Kentucky,Arizona,2134,1257
2011,Kentucky,Arkansas,213,311
2011,Kentucky,California,1201,507
2011,Kentucky,Colorado,1361,1028
2011,Kentucky,Connecticut,0,198
2011,Kentucky,Delaware,305,391
2011,Kentucky,Florida,5441,1674
2011,Kentucky,Georgia,3686,1708
2011,Kentucky,Hawaii,18,36
2011,Kentucky,Idaho,120,170
2011,Kentucky,Illinois,5569,1718
2011,Kentucky,Indiana,10177,2220
2011,Kentucky,Iowa,387,303
2011,Kentucky,Kansas,1167,770
2011,Kentucky,Louisiana,1520,1286
2011,Kentucky,Maine,158,217
2011,Kentucky,Maryland,848,671
2011,Kentucky,Massachusetts,180,203
2011,Kentucky,Michigan,2578,1158
2011,Kentucky,Minnesota,755,580
2011,Kentucky,Mississippi,1626,841
2011,Kentucky,Missouri,1993,803
2011,Kentucky,Montana,0,165
2011,Kentucky,Nevada,628,620
2011,Kentucky,New Hampshire,0,184
2011,Kentucky,New Jersey,102,125
2011,Kentucky,New Mexico,87,152
2011,Kentucky,New York,2414,1223
2011,Kentucky,North Carolina,1637,786
2011,Kentucky,North Dakota,0,143
2011,Kentucky,Ohio,12744,3507
2011,Kentucky,Oklahoma,1398,747
2011,Kentucky,Oregon,71,118
2011,Kentucky,Pennsylvania,4013,1826
2011,Kentucky,Rhode Island,211,318
2011,Kentucky,South Carolina,2454,1692
2011,Kentucky,South Dakota,211,208
2011,Kentucky,Tennessee,13884,2654
2011,Kentucky,Texas,6616,2648
2011,Kentucky,Utah,611,529
2011,Kentucky,Vermont,627,660
2011,Kentucky,Virginia,3630,1551
2011,Kentucky,Washington,1271,936
2011,Kentucky,West Virginia,515,259
2011,Kentucky,Wisconsin,1040,570
2011,Kentucky,Wyoming,83,140
2011,Louisiana,Alabama,2413,972
2011,Louisiana,Alaska,1077,1276
2011,Louisiana,Arizona,844,867
2011,Louisiana,Arkansas,2120,1015
2011,Louisiana,California,3600,1751
2011,Louisiana,Colorado,908,550
2011,Louisiana,Connecticut,315,238
2011,Louisiana,Delaware,0,192
2011,Louisiana,Florida,6094,2316
2011,Louisiana,Georgia,6541,3121
2011,Louisiana,Hawaii,179,270
2011,Louisiana,Idaho,51,110
2011,Louisiana,Illinois,1315,761
2011,Louisiana,Indiana,2241,1537
2011,Louisiana,Iowa,228,223
2011,Louisiana,Kansas,519,338
2011,Louisiana,Kentucky,1399,906
2011,Louisiana,Maine,138,218
2011,Louisiana,Maryland,860,484
2011,Louisiana,Massachusetts,977,1200
2011,Louisiana,Michigan,955,556
2011,Louisiana,Minnesota,573,599
2011,Louisiana,Mississippi,7139,1767
2011,Louisiana,Missouri,1728,905
2011,Louisiana,Montana,0,165
2011,Louisiana,Nevada,78,128
2011,Louisiana,New Hampshire,0,184
2011,Louisiana,New Jersey,871,590
2011,Louisiana,New Mexico,184,244
2011,Louisiana,New York,1495,916
2011,Louisiana,North Carolina,2936,1135
2011,Louisiana,North Dakota,422,441
2011,Louisiana,Ohio,1872,1784
2011,Louisiana,Oklahoma,1934,727
2011,Louisiana,Oregon,0,203
2011,Louisiana,Pennsylvania,615,294
2011,Louisiana,Rhode Island,121,185
2011,Louisiana,South Carolina,878,486
2011,Louisiana,South Dakota,0,155
2011,Louisiana,Tennessee,1901,908
2011,Louisiana,Texas,25513,5283
2011,Louisiana,Utah,494,402
2011,Louisiana,Vermont,41,74
2011,Louisiana,Virginia,2496,1642
2011,Louisiana,Washington,1016,1018
2011,Louisiana,West Virginia,326,313
2011,Louisiana,Wisconsin,850,563
2011,Louisiana,Wyoming,114,204
2011,Maine,Alabama,626,378
2011,Maine,Alaska,0,149
2011,Maine,Arizona,0,229
2011,Maine,Arkansas,30,53
2011,Maine,California,1658,1175
2011,Maine,Colorado,1358,1235
2011,Maine,Connecticut,259,193
2011,Maine,Delaware,0,192
2011,Maine,Florida,4689,2049
2011,Maine,Georgia,408,269
2011,Maine,Hawaii,106,161
2011,Maine,Idaho,0,195
2011,Maine,Illinois,693,510
2011,Maine,Indiana,275,388
2011,Maine,Iowa,26,43
2011,Maine,Kansas,481,527
2011,Maine,Kentucky,71,137
2011,Maine,Louisiana,120,163
2011,Maine,Maryland,1526,1245
2011,Maine,Massachusetts,4006,1526
2011,Maine,Michigan,599,735
2011,Maine,Minnesota,321,343
2011,Maine,Mississippi,0,206
2011,Maine,Missouri,291,295
2011,Maine,Montana,71,127
2011,Maine,Nevada,49,80
2011,Maine,New Hampshire,3080,1064
2011,Maine,New Jersey,624,629
2011,Maine,New Mexico,510,384
2011,Maine,New York,2915,1114
2011,Maine,North Carolina,824,663
2011,Maine,North Dakota,50,72
2011,Maine,Ohio,0,187
2011,Maine,Oklahoma,271,425
2011,Maine,Oregon,269,320
2011,Maine,Pennsylvania,608,328
2011,Maine,Rhode Island,228,177
2011,Maine,South Carolina,652,566
2011,Maine,South Dakota,0,155
2011,Maine,Tennessee,9,17
2011,Maine,Texas,1357,1052
2011,Maine,Utah,0,192
2011,Maine,Vermont,322,200
2011,Maine,Virginia,2855,1930
2011,Maine,Washington,1313,1689
2011,Maine,West Virginia,45,75
2011,Maine,Wisconsin,12,21
2011,Maine,Wyoming,0,189
2011,Maryland,Alabama,1606,987
2011,Maryland,Alaska,216,155
2011,Maryland,Arizona,1918,1096
2011,Maryland,Arkansas,133,176
2011,Maryland,California,7793,1924
2011,Maryland,Colorado,3303,1416
2011,Maryland,Connecticut,1267,744
2011,Maryland,Delaware,4238,1274
2011,Maryland,Florida,15410,3515
2011,Maryland,Georgia,3708,1807
2011,Maryland,Hawaii,341,212
2011,Maryland,Idaho,0,195
2011,Maryland,Illinois,2565,916
2011,Maryland,Indiana,480,256
2011,Maryland,Iowa,487,319
2011,Maryland,Kansas,3180,2454
2011,Maryland,Kentucky,2076,1444
2011,Maryland,Louisiana,1221,1058
2011,Maryland,Maine,52,105
2011,Maryland,Massachusetts,2762,2048
2011,Maryland,Michigan,1035,431
2011,Maryland,Minnesota,424,382
2011,Maryland,Mississippi,265,239
2011,Maryland,Missouri,716,317
2011,Maryland,Montana,57,71
2011,Maryland,Nevada,931,701
2011,Maryland,New Hampshire,222,177
2011,Maryland,New Jersey,5335,2324
2011,Maryland,New Mexico,2277,1964
2011,Maryland,New York,5037,1192
2011,Maryland,North Carolina,10485,2304
2011,Maryland,North Dakota,10,16
2011,Maryland,Ohio,4982,1578
2011,Maryland,Oklahoma,432,312
2011,Maryland,Oregon,453,482
2011,Maryland,Pennsylvania,17751,3723
2011,Maryland,Rhode Island,472,323
2011,Maryland,South Carolina,3807,1261
2011,Maryland,South Dakota,254,222
2011,Maryland,Tennessee,1135,675
2011,Maryland,Texas,9443,3323
2011,Maryland,Utah,342,301
2011,Maryland,Vermont,361,233
2011,Maryland,Virginia,22051,3143
2011,Maryland,Washington,1899,808
2011,Maryland,West Virginia,7515,2257
2011,Maryland,Wisconsin,147,141
2011,Maryland,Wyoming,0,189
2011,Massachusetts,Alabama,112,146
2011,Massachusetts,Alaska,141,120
2011,Massachusetts,Arizona,743,430
2011,Massachusetts,Arkansas,781,901
2011,Massachusetts,California,10244,2069
2011,Massachusetts,Colorado,2157,1085
2011,Massachusetts,Connecticut,8691,1998
2011,Massachusetts,Delaware,806,558
2011,Massachusetts,Florida,13701,3380
2011,Massachusetts,Georgia,4436,1979
2011,Massachusetts,Hawaii,92,123
2011,Massachusetts,Idaho,396,625
2011,Massachusetts,Illinois,3507,1540
2011,Massachusetts,Indiana,952,703
2011,Massachusetts,Iowa,466,632
2011,Massachusetts,Kansas,28,49
2011,Massachusetts,Kentucky,1019,885
2011,Massachusetts,Louisiana,439,255
2011,Massachusetts,Maine,4439,1293
2011,Massachusetts,Maryland,3470,1341
2011,Massachusetts,Michigan,2861,1135
2011,Massachusetts,Minnesota,970,422
2011,Massachusetts,Mississippi,1445,1561
2011,Massachusetts,Missouri,463,306
2011,Massachusetts,Montana,10,18
2011,Massachusetts,Nevada,256,255
2011,Massachusetts,New Hampshire,15526,2811
2011,Massachusetts,New Jersey,4675,1356
2011,Massachusetts,New Mexico,252,213
2011,Massachusetts,New York,14646,2367
2011,Massachusetts,North Carolina,9053,4920
2011,Massachusetts,North Dakota,369,359
2011,Massachusetts,Ohio,2101,1008
2011,Massachusetts,Oklahoma,160,103
2011,Massachusetts,Oregon,1423,768
2011,Massachusetts,Pennsylvania,6284,1711
2011,Massachusetts,Rhode Island,7715,1532
2011,Massachusetts,South Carolina,730,447
2011,Massachusetts,South Dakota,113,179
2011,Massachusetts,Tennessee,1690,1886
2011,Massachusetts,Texas,5035,1644
2011,Massachusetts,Utah,959,638
2011,Massachusetts,Vermont,2378,606
2011,Massachusetts,Virginia,5386,2316
2011,Massachusetts,Washington,1580,757
2011,Massachusetts,West Virginia,236,196
2011,Massachusetts,Wisconsin,733,578
2011,Massachusetts,Wyoming,152,226
2011,Michigan,Alabama,2797,1250
2011,Michigan,Alaska,771,435
2011,Michigan,Arizona,9396,5283
2011,Michigan,Arkansas,1881,1130
2011,Michigan,California,12069,4117
2011,Michigan,Colorado,3225,1061
2011,Michigan,Connecticut,692,736
2011,Michigan,Delaware,43,71
2011,Michigan,Florida,19640,3920
2011,Michigan,Georgia,6992,2441
2011,Michigan,Hawaii,1303,1067
2011,Michigan,Idaho,615,524
2011,Michigan,Illinois,10274,2032
2011,Michigan,Indiana,7896,1777
2011,Michigan,Iowa,1687,954
2011,Michigan,Kansas,1947,1003
2011,Michigan,Kentucky,3178,1248
2011,Michigan,Louisiana,1163,875
2011,Michigan,Maine,702,703
2011,Michigan,Maryland,2077,1273
2011,Michigan,Massachusetts,2629,1245
2011,Michigan,Minnesota,5164,2149
2011,Michigan,Mississippi,1610,900
2011,Michigan,Missouri,2830,1176
2011,Michigan,Montana,353,295
2011,Michigan,Nevada,1663,831
2011,Michigan,New Hampshire,155,165
2011,Michigan,New Jersey,1889,1056
2011,Michigan,New Mexico,908,699
2011,Michigan,New York,3936,947
2011,Michigan,North Carolina,7530,2879
2011,Michigan,North Dakota,328,324
2011,Michigan,Ohio,14330,2896
2011,Michigan,Oklahoma,1038,848
2011,Michigan,Oregon,1652,1174
2011,Michigan,Pennsylvania,4406,1278
2011,Michigan,Rhode Island,178,117
2011,Michigan,South Carolina,4483,1737
2011,Michigan,South Dakota,239,201
2011,Michigan,Tennessee,5983,2441
2011,Michigan,Texas,15654,4327
2011,Michigan,Utah,1099,724
2011,Michigan,Vermont,335,345
2011,Michigan,Virginia,7323,3026
2011,Michigan,Washington,3720,1212
2011,Michigan,West Virginia,459,263
2011,Michigan,Wisconsin,5623,1353
2011,Michigan,Wyoming,849,545
2011,Minnesota,Alabama,327,342
2011,Minnesota,Alaska,593,568
2011,Minnesota,Arizona,3297,1064
2011,Minnesota,Arkansas,232,396
2011,Minnesota,California,5687,1375
2011,Minnesota,Colorado,3055,1092
2011,Minnesota,Connecticut,76,120
2011,Minnesota,Delaware,201,299
2011,Minnesota,Florida,4663,1888
2011,Minnesota,Georgia,1808,1416
2011,Minnesota,Hawaii,933,750
2011,Minnesota,Idaho,566,352
2011,Minnesota,Illinois,4496,1177
2011,Minnesota,Indiana,1168,568
2011,Minnesota,Iowa,5634,1117
2011,Minnesota,Kansas,679,418
2011,Minnesota,Kentucky,475,415
2011,Minnesota,Louisiana,698,445
2011,Minnesota,Maine,296,307
2011,Minnesota,Maryland,810,503
2011,Minnesota,Massachusetts,862,537
2011,Minnesota,Michigan,2671,1085
2011,Minnesota,Mississippi,614,615
2011,Minnesota,Missouri,2026,809
2011,Minnesota,Montana,969,634
2011,Minnesota,Nevada,1055,1329
2011,Minnesota,New Hampshire,104,145
2011,Minnesota,New Jersey,1261,1200
2011,Minnesota,New Mexico,438,435
2011,Minnesota,New York,1824,678
2011,Minnesota,North Carolina,1294,825
2011,Minnesota,North Dakota,12244,2374
2011,Minnesota,Ohio,1788,784
2011,Minnesota,Oklahoma,497,341
2011,Minnesota,Oregon,1413,863
2011,Minnesota,Pennsylvania,853,592
2011,Minnesota,Rhode Island,27,60
2011,Minnesota,South Carolina,471,393
2011,Minnesota,South Dakota,5342,1981
2011,Minnesota,Tennessee,445,315
2011,Minnesota,Texas,7691,2576
2011,Minnesota,Utah,939,634
2011,Minnesota,Vermont,206,255
2011,Minnesota,Virginia,834,361
2011,Minnesota,Washington,1543,898
2011,Minnesota,West Virginia,0,184
2011,Minnesota,Wisconsin,17927,2244
2011,Minnesota,Wyoming,357,355
2011,Mississippi,Alabama,3945,1492
2011,Mississippi,Alaska,554,904
2011,Mississippi,Arizona,1226,1492
2011,Mississippi,Arkansas,1731,864
2011,Mississippi,California,2092,896
2011,Mississippi,Colorado,879,621
2011,Mississippi,Connecticut,69,116
2011,Mississippi,Delaware,0,192
2011,Mississippi,Florida,5175,1968
2011,Mississippi,Georgia,5380,3077
2011,Mississippi,Hawaii,371,391
2011,Mississippi,Idaho,62,106
2011,Mississippi,Illinois,1521,581
2011,Mississippi,Indiana,469,366
2011,Mississippi,Iowa,408,306
2011,Mississippi,Kansas,1517,1370
2011,Mississippi,Kentucky,1248,868
2011,Mississippi,Louisiana,10255,2829
2011,Mississippi,Maine,0,157
2011,Mississippi,Maryland,1109,825
2011,Mississippi,Massachusetts,356,567
2011,Mississippi,Michigan,715,558
2011,Mississippi,Minnesota,549,593
2011,Mississippi,Missouri,1641,884
2011,Mississippi,Montana,0,165
2011,Mississippi,Nevada,203,279
2011,Mississippi,New Hampshire,160,258
2011,Mississippi,New Jersey,510,677
2011,Mississippi,New Mexico,556,553
2011,Mississippi,New York,401,266
2011,Mississippi,North Carolina,1273,829
2011,Mississippi,North Dakota,80,143
2011,Mississippi,Ohio,691,462
2011,Mississippi,Oklahoma,199,202
2011,Mississippi,Oregon,7,14
2011,Mississippi,Pennsylvania,1238,943
2011,Mississippi,Rhode Island,0,207
2011,Mississippi,South Carolina,2163,1979
2011,Mississippi,South Dakota,129,155
2011,Mississippi,Tennessee,9172,2752
2011,Mississippi,Texas,6048,2921
2011,Mississippi,Utah,143,163
2011,Mississippi,Vermont,0,145
2011,Mississippi,Virginia,1682,1191
2011,Mississippi,Washington,1110,762
2011,Mississippi,West Virginia,0,184
2011,Mississippi,Wisconsin,983,924
2011,Mississippi,Wyoming,70,117
2011,Missouri,Alabama,1086,536
2011,Missouri,Alaska,921,1014
2011,Missouri,Arizona,3872,1689
2011,Missouri,Arkansas,7314,2602
2011,Missouri,California,7677,1995
2011,Missouri,Colorado,4552,1382
2011,Missouri,Connecticut,365,297
2011,Missouri,Delaware,713,684
2011,Missouri,Florida,7114,2753
2011,Missouri,Georgia,2514,989
2011,Missouri,Hawaii,308,219
2011,Missouri,Idaho,384,304
2011,Missouri,Illinois,13889,2736
2011,Missouri,Indiana,1824,1033
2011,Missouri,Iowa,3649,1188
2011,Missouri,Kansas,22033,4568
2011,Missouri,Kentucky,2793,1158
2011,Missouri,Louisiana,1375,565
2011,Missouri,Maine,325,228
2011,Missouri,Maryland,1469,944
2011,Missouri,Massachusetts,1261,654
2011,Missouri,Michigan,2509,1200
2011,Missouri,Minnesota,1345,712
2011,Missouri,Mississippi,1581,973
2011,Missouri,Montana,158,220
2011,Missouri,Nevada,335,237
2011,Missouri,New Hampshire,153,181
2011,Missouri,New Jersey,583,544
2011,Missouri,New Mexico,1183,877
2011,Missouri,New York,1417,595
2011,Missouri,North Carolina,2638,1150
2011,Missouri,North Dakota,330,284
2011,Missouri,Ohio,2003,873
2011,Missouri,Oklahoma,5781,1311
2011,Missouri,Oregon,1172,664
2011,Missouri,Pennsylvania,1761,1063
2011,Missouri,Rhode Island,109,163
2011,Missouri,South Carolina,1522,1671
2011,Missouri,South Dakota,354,294
2011,Missouri,Tennessee,3795,1409
2011,Missouri,Texas,13473,3950
2011,Missouri,Utah,511,372
2011,Missouri,Vermont,69,86
2011,Missouri,Virginia,2277,1178
2011,Missouri,Washington,3307,2181
2011,Missouri,West Virginia,309,345
2011,Missouri,Wisconsin,2090,1117
2011,Missouri,Wyoming,241,274
2011,Montana,Alabama,317,463
2011,Montana,Alaska,248,185
2011,Montana,Arizona,2431,1191
2011,Montana,Arkansas,713,858
2011,Montana,California,2599,1492
2011,Montana,Colorado,4079,1579
2011,Montana,Connecticut,206,277
2011,Montana,Delaware,0,192
2011,Montana,Florida,559,424
2011,Montana,Georgia,246,211
2011,Montana,Hawaii,85,140
2011,Montana,Idaho,1602,828
2011,Montana,Illinois,304,275
2011,Montana,Indiana,34,62
2011,Montana,Iowa,370,338
2011,Montana,Kansas,270,255
2011,Montana,Kentucky,216,238
2011,Montana,Louisiana,278,364
2011,Montana,Maine,10,18
2011,Montana,Maryland,73,103
2011,Montana,Massachusetts,596,719
2011,Montana,Michigan,84,105
2011,Montana,Minnesota,1457,859
2011,Montana,Mississippi,0,206
2011,Montana,Missouri,845,541
2011,Montana,Nevada,1137,740
2011,Montana,New Hampshire,230,378
2011,Montana,New Jersey,49,80
2011,Montana,New Mexico,544,340
2011,Montana,New York,391,282
2011,Montana,North Carolina,563,549
2011,Montana,North Dakota,1227,612
2011,Montana,Ohio,101,172
2011,Montana,Oklahoma,803,793
2011,Montana,Oregon,1079,784
2011,Montana,Pennsylvania,338,308
2011,Montana,Rhode Island,0,207
2011,Montana,South Carolina,915,999
2011,Montana,South Dakota,232,258
2011,Montana,Tennessee,43,69
2011,Montana,Texas,537,423
2011,Montana,Utah,1241,623
2011,Montana,Vermont,0,145
2011,Montana,Virginia,617,714
2011,Montana,Washington,2125,934
2011,Montana,West Virginia,60,101
2011,Montana,Wisconsin,143,93
2011,Montana,Wyoming,1105,531
2011,Nebraska,Alabama,770,638
2011,Nebraska,Alaska,5,12
2011,Nebraska,Arizona,1393,798
2011,Nebraska,Arkansas,332,417
2011,Nebraska,California,1955,821
2011,Nebraska,Colorado,4582,1961
2011,Nebraska,Connecticut,62,103
2011,Nebraska,Delaware,12,28
2011,Nebraska,Florida,3857,2208
2011,Nebraska,Georgia,4144,3300
2011,Nebraska,Hawaii,91,95
2011,Nebraska,Idaho,439,591
2011,Nebraska,Illinois,827,520
2011,Nebraska,Indiana,622,491
2011,Nebraska,Iowa,6490,1780
2011,Nebraska,Kansas,1648,701
2011,Nebraska,Kentucky,471,517
2011,Nebraska,Louisiana,176,198
2011,Nebraska,Maine,0,157
2011,Nebraska,Maryland,0,204
2011,Nebraska,Massachusetts,637,727
2011,Nebraska,Michigan,439,312
2011,Nebraska,Minnesota,1936,821
2011,Nebraska,Mississippi,118,198
2011,Nebraska,Missouri,4860,1645
2011,Nebraska,Montana,384,392
2011,Nebraska,Nevada,32,37
2011,Nebraska,New Hampshire,33,54
2011,Nebraska,New Jersey,312,429
2011,Nebraska,New Mexico,353,312
2011,Nebraska,New York,579,553
2011,Nebraska,North Carolina,1056,1334
2011,Nebraska,North Dakota,218,170
2011,Nebraska,Ohio,1176,616
2011,Nebraska,Oklahoma,1979,1196
2011,Nebraska,Oregon,324,342
2011,Nebraska,Pennsylvania,582,439
2011,Nebraska,Rhode Island,0,207
2011,Nebraska,South Carolina,204,329
2011,Nebraska,South Dakota,1695,784
2011,Nebraska,Tennessee,631,660
2011,Nebraska,Texas,3837,2060
2011,Nebraska,Utah,195,178
2011,Nebraska,Vermont,0,145
2011,Nebraska,Virginia,256,289
2011,Nebraska,Washington,673,441
2011,Nebraska,West Virginia,78,140
2011,Nebraska,Wisconsin,483,405
2011,Nebraska,Wyoming,1784,957
2011,Nevada,Alabama,257,333
2011,Nevada,Alaska,532,485
2011,Nevada,Arizona,8756,3417
2011,Nevada,Arkansas,641,525
2011,Nevada,California,36159,5100
2011,Nevada,Colorado,4061,1432
2011,Nevada,Connecticut,160,189
2011,Nevada,Delaware,0,192
2011,Nevada,Florida,3527,1810
2011,Nevada,Georgia,774,559
2011,Nevada,Hawaii,1548,795
2011,Nevada,Idaho,3581,1400
2011,Nevada,Illinois,2454,1187
2011,Nevada,Indiana,511,338
2011,Nevada,Iowa,2009,1634
2011,Nevada,Kansas,657,359
2011,Nevada,Kentucky,1358,976
2011,Nevada,Louisiana,994,623
2011,Nevada,Maine,150,250
2011,Nevada,Maryland,1105,1033
2011,Nevada,Massachusetts,163,158
2011,Nevada,Michigan,1215,610
2011,Nevada,Minnesota,2682,1858
2011,Nevada,Mississippi,84,141
2011,Nevada,Missouri,1544,830
2011,Nevada,Montana,688,543
2011,Nevada,New Hampshire,186,231
2011,Nevada,New Jersey,899,566
2011,Nevada,New Mexico,2099,1159
2011,Nevada,New York,1785,1037
2011,Nevada,North Carolina,1048,716
2011,Nevada,North Dakota,845,860
2011,Nevada,Ohio,1851,1107
2011,Nevada,Oklahoma,705,532
2011,Nevada,Oregon,7222,3426
2011,Nevada,Pennsylvania,1057,501
2011,Nevada,Rhode Island,0,207
2011,Nevada,South Carolina,1017,722
2011,Nevada,South Dakota,110,177
2011,Nevada,Tennessee,883,816
2011,Nevada,Texas,7793,2927
2011,Nevada,Utah,4315,1358
2011,Nevada,Vermont,15,26
2011,Nevada,Virginia,1717,961
2011,Nevada,Washington,4925,1696
2011,Nevada,West Virginia,293,235
2011,Nevada,Wisconsin,663,345
2011,Nevada,Wyoming,427,656
2011,New Hampshire,Alabama,64,109
2011,New Hampshire,Alaska,520,744
2011,New Hampshire,Arizona,228,229
